namramaina,False,none,tenglish
shubhakaankshalu,False,none,tenglish
kalpana,False,none,tenglish
shraddha,False,none,tenglish
prayatnam,False,none,tenglish
abhyasam,False,none,tenglish
vijayam,False,none,tenglish
lakshyam,False,none,tenglish
sphoorthi,False,none,tenglish
upadesham,False,none,tenglish
prashna,False,none,tenglish
samaadhaanam,False,none,tenglish
maataladu,False,none,tenglish
telivi,False,none,tenglish
aalochana,False,none,tenglish
shakti,False,none,tenglish
naayakathvam,False,none,tenglish
pragathi,False,none,tenglish
dhairyam,False,none,tenglish
oorpu,False,none,tenglish
sahanam,False,none,tenglish
nammakam,False,none,tenglish
chaala baagundi,False,none,tenglish
vaav,False,none,tenglish
dayachesi,False,none,tenglish
chinnamma,False,none,tenglish
adbhutam,False,none,tenglish
deevenalu,False,none,tenglish
santhoshanga undi,False,none,tenglish
manchi pani,False,none,tenglish
chaala happy,False,none,tenglish
evvaala,False,none,tenglish
simplega,False,none,tenglish
chakkaga undi,False,none,tenglish
baagundi,False,none,tenglish
jayaho,False,none,tenglish
gamaninchandi,False,none,tenglish
gurtinchandi,False,none,tenglish
rani,False,none,tenglish
chuttu,False,none,tenglish
ishtam,False,none,tenglish
meetho untanu,False,none,tenglish
sahaayam cheyandi,False,none,tenglish
meeru shaktiyanthulu,False,none,tenglish
chakkaga,False,none,tenglish
vivaham,False,none,tenglish
gelicharu,False,none,tenglish
anandakaramina,False,none,tenglish
mosalu,False,none,tenglish
manam kalisi,False,none,tenglish
mimmalni,False,none,tenglish
dhanyavaadhamulu,False,none,tenglish
polchukondi,False,none,tenglish
alasipothunna,False,none,tenglish
navachaitanyam,False,none,tenglish
saadhinchandi,False,none,tenglish
devudu,False,none,tenglish
hello,False,none,english
happiness,False,none,english
heart,False,none,english
joy,False,none,english
peace,False,none,english
bond,False,none,english
respect,False,none,english
friendship,False,none,english
can be,False,none,english
we,False,none,english
you all,False,none,english
she,False,none,english
give,False,none,english
study,False,none,english
school,False,none,english
teacher,False,none,english
knowledge,False,none,english
truth,False,none,english
duty,False,none,english
worship,False,none,english
compassion,False,none,english
motherland,False,none,english
language,False,none,english
elders,False,none,english
family,False,none,english
father,False,none,english
sister,False,none,english
rice,False,none,english
water,False,none,english
tree,False,none,english
dream,False,none,english
path,False,none,english
help,False,none,english
assistance,False,none,english
word,False,none,english
smile,False,none,english
laugh,False,none,english
okay,False,none,english
yes,False,none,english
work,False,none,english
efficiently,False,none,english
time,False,none,english
moonlight,False,none,english
book,False,none,english
dreams,False,none,english
vision,False,none,english
song,False,none,english
movie,False,none,english
story,False,none,english
books,False,none,english
sentence,False,none,english
lesson,False,none,english
literature,False,none,english
music,False,none,english
play,False,none,english
art,False,none,english
festival,False,none,english
culture,False,none,english
tradition,False,none,english
nature,False,none,english
relative,False,none,english
poetry,False,none,english
society,False,none,english
food,False,none,english
speech,False,none,english
intelligent,False,none,english
polite,False,none,english
wishes,False,none,english
imagination,False,none,english
devotion,False,none,english
effort,False,none,english
practice,False,none,english
goal,False,none,english
inspiration,False,none,english
teaching,False,none,english
question,False,none,english
answer,False,none,english
conversation,False,none,english
wisdom,False,none,english
thought,False,none,english
strength,False,none,english
leadership,False,none,english
progress,False,none,english
courage,False,none,english
patience,False,none,english
tolerance,False,none,english
trust,False,none,english
very good,False,none,english
wow,False,none,english
please,False,none,english
little mother,False,none,english
amazing,False,none,english
blessings,False,none,english
good work,False,none,english
very happy,False,none,english
simply,False,none,english
well done,False,none,english
notice,False,none,english
remember,False,none,english
blessed,False,none,english
queen,False,none,english
around,False,none,english
like,False,none,english
i will stay with you,False,none,english
help me,False,none,english
you are strong,False,none,english
marriage,False,none,english
you won,False,none,english
full of joy,False,none,english
cheats,False,none,english
we together,False,none,english
thanks,False,none,english
compare,False,none,english
tired,False,none,english
new energy,False,none,english
succeed,False,none,english
god,False,none,english
hi,False,none,english
gadu,False,none,tenglish
thellarlu,False,none,tenglish
vunda,False,none,tenglish
letha,False,none,tenglish
ara,False,none,tenglish
golu,False,none,tenglish
golilu,False,none,tenglish
kapari,False,none,tenglish
gorre,False,none,tenglish
manishi,False,none,tenglish
sambar,False,none,tenglish
biddalu,False,none,tenglish
gallu,False,none,tenglish
andhra,False,none,tenglish
telangana,False,none,tenglish
oka,False,none,tenglish
star,False,none,english
actress,False,none,english
bazaar,False,none,english
bro,False,none,english
dude,False,none,english
brotha,False,none,english
గాడు,False,none,telugu
స్టార్,False,none,telugu
అభినయకారిణి,False,none,telugu
బజార్,False,none,telugu
తెల్లర్లు,False,none,telugu
నేచుకు,False,none,telugu
వుండ,False,none,telugu
లెత,False,none,telugu
అర,False,none,telugu
గోలు,False,none,telugu
గోలిలు,False,none,telugu
నన్న,False,none,telugu
కాపారి,False,none,telugu
కాపర్లు,False,none,telugu
గోరె,False,none,telugu
మానిషి,False,none,telugu
సాంబారు,False,none,telugu
బిడ్డలు,False,none,telugu
గళ్ళు,False,none,telugu
ఆంధ్ర,False,none,telugu
తెలంగాణ,False,none,telugu
ఒక,False,none,telugu
big,False,none,english
huge,False,none,english
small,False,none,english
fruits,False,none,english
vegetables,False,none,english
fruit,False,none,english
are good,False,none,english
are fine,False,none,english
we are fine,False,none,english
మంచిది,False,none,telugu
గొప్ప,False,none,telugu
పెద్ద,False,none,telugu
చిన్న,False,none,telugu
జామకాయలు,False,none,telugu
తాతికాయలు,False,none,telugu
పండు,False,none,telugu
బాగుంటాయి,False,none,telugu
బావుంటాయి,False,none,telugu
బాగున్నాము,False,none,telugu
manchidi,False,none,tenglish
goppa,False,none,tenglish
pedda,False,none,tenglish
chinna,False,none,tenglish
jamakayalu,False,none,tenglish
thatikayalu,False,none,tenglish
pandu,False,none,tenglish
baguntayi,False,none,tenglish
bavuntayi,False,none,tenglish
bagunnamu,False,none,tenglish
meeru manchi vaaru,False,none,tenglish
meedi chala pedda manasu,False,none,tenglish
meedi chaala pedda illu,False,none,tenglish
mee kallu chala baguntayi,False,none,tenglish
dandam ra dhootha,False,none,tenglish
salaam namastey,False,none,tenglish
mee career best icharu,False,none,tenglish
best edit bhayya,False,none,tenglish
salaam,False,none,tenglish
bhayya,False,none,tenglish
thinu,False,none,tenglish
mangalavaram,False,none,tenglish
cheyyaku,False,none,tenglish
ilaney chaduvukondi,False,none,tenglish
pillalu chedipothunnaru,False,none,tenglish
pillalu padu ayipothunnaru,False,none,tenglish
pillalu,False,none,tenglish
pilladu,False,none,tenglish
gola,False,none,tenglish
jagrath,False,none,tenglish
em movie abba,False,none,tenglish
asal mid lo nunchi povatledu,False,none,tenglish
acting super,False,none,tenglish
theesta,False,none,tenglish
thoolu,False,none,tenglish
thokka,False,none,tenglish
oke okka chance,False,none,tenglish
pettadu,False,none,tenglish
em feel undi mowa,False,none,tenglish
deenamma em feel vundi bhayya,False,none,tenglish
thata vastadey adaragotti pothade,False,none,tenglish
adi kuda correct ey kada saar,False,none,tenglish
biryani thindam,False,none,tenglish
beer tagudm,False,none,tenglish
😅,False,none,tenglish
🤣,False,none,tenglish
😂,False,none,tenglish
🥲,False,none,tenglish
🤤,False,none,tenglish
nee abba ,True,mixed_toxicity,tenglish
naa kodaka,True,mixed_toxicity,tenglish
hang,True,threatening,english
execute,True,threatening,english
slaughter,True,threatening,english
massacre,True,threatening,english
abduct,True,threatening,english
cock,True,sexual_abuse,english
sucker,True,sexual_abuse,english
darn,True,profanity_generic,english
crap,True,profanity_generic,english
bloody,True,profanity_generic,english
hell,True,profanity_generic,english
pissed,True,profanity_generic,english
screw,True,profanity_generic,english
damn,True,profanity_generic,english
bugger,True,profanity_generic,english
bollocks,True,profanity_generic,english
jerk,True,common_insult,english
fatty,True,harassment_bullying,english
ugly,True,harassment_bullying,english
worthless,True,harassment_bullying,english
get lost,True,harassment_bullying,english
nobody likes you,True,harassment_bullying,english
die soon,True,harassment_bullying,english
మెంటలోడ,True,common_insult,telugu
పిచ్చోడ,True,common_insult,telugu
పిచ్చిడి,True,common_insult,telugu
పిచ్చి,True,common_insult,telugu
బుర్రలేడు,True,common_insult,telugu
బుర్రలేదు,True,common_insult,telugu
బుర్రతక్కువ,True,common_insult,telugu
బుర్ర తక్కువ ఎడవలు,True,common_insult,telugu
బుర్ర లేనిది,True,common_insult,telugu
బుర్ర తక్కువది,True,common_insult,telugu
గాడిద,True,common_insult,telugu
పంది,True,common_insult,telugu
కుక్క,True,common_insult,telugu
కుతే,True,common_insult,telugu
కప్ప గాడు,True,common_insult,telugu
తొండ గాడు,True,common_insult,telugu
దున్నపోత,True,common_insult,telugu
పిచ్చి ముండ,True,common_insult,telugu
పిచ్చ నా కొడుకు,True,common_insult,telugu
పిచ్చి నా బట్ట,True,common_insult,telugu
బట్ట,True,common_insult,telugu
మెంటల్ నా బట్ట,True,common_insult,telugu
ఓసే,True,common_insult,telugu
వెలి ముద్ర గాడు,True,common_insult,telugu
ఎలి ముద్ర గాడు,True,common_insult,telugu
పావల గాడు,True,common_insult,telugu
మబ్బు గాడు,True,common_insult,telugu
బుద్ధిలేని వాడు,True,common_insult,telugu
మొద్దు బుర్ర,True,common_insult,telugu
వెధవ,True,common_insult,telugu
చల్తా,True,common_insult,telugu
చిల్తర,True,common_insult,telugu
బీదాఖోర్,True,common_insult,telugu
బేవార్స్,True,common_insult,telugu
బేవకూఫ్,True,common_insult,telugu
లేవలేని వాడు,True,common_insult,telugu
పతివ్రత,True,common_insult,telugu
అడంగి,True,common_insult,telugu
చెక్కగాడు,True,common_insult,telugu
చెక్క మొకం,True,common_insult,telugu
బిచ్చగాడు,True,common_insult,telugu
అనాధ,True,common_insult,telugu
