courage,False
patience,False
tolerance,False
trust,False
very good,False
wow,False
please,False
little mother,False
amazing,False
blessings,False
good work,False
very happy,False
simply,False
well done,False
notice,False
remember,False
blessed,False
queen,False
around,False
like,False
i will stay with you,False
help me,False
you are strong,False
marriage,False
you won,False
full of joy,False
cheats,False
we together,False
thanks,False
compare,False
tired,False
new energy,False
succeed,False
god,False
hi,False
gadu,False
thellarlu,False
vunda,False
letha,False
ara,False
golu,False
golilu,False
kapari,False
gorre,False
manishi,False
sambar,False
biddalu,False
gallu,False
andhra,False
telangana,False
oka,False
star,False
actress,False
bazaar,False
bro,False
dude,False
brotha,False
గాడు,False
స్టార్,False
అభినయకారిణి,False
బజార్,False
తెల్లర్లు,False
నేచుకు,False
వుండ,False
లెత,False
అర,False
గోలు,False
గోలిలు,False
నన్న,False
కాపారి,False
కాపర్లు,False
గోరె,False
మానిషి,False
సాంబారు,False
బిడ్డలు,False
గళ్ళు,False
ఆంధ్ర,False
తెలంగాణ,False
ఒక,False
big,False
huge,False
small,False
fruits,False
vegetables,False
fruit,False
are good,False
are fine,False
we are fine,False
మంచిది,False
గొప్ప,False
పెద్ద,False
చిన్న,False
జామకాయలు,False
తాతికాయలు,False
పండు,False
బాగుంటాయి,False
బావుంటాయి,False
బాగున్నాము,False
manchidi,False
goppa,False
pedda,False
chinna,False
jamakayalu,False
thatikayalu,False
pandu,False
baguntayi,False
bavuntayi,False
bagunnamu,False
meeru manchi vaaru,False
meedi chala pedda manasu,False
meedi chaala pedda illu,False
mee kallu chala baguntayi,False
dandam ra dhootha,False
salaam namastey,False
mee career best icharu,False
best edit bhayya,False
salaam,False
bhayya,False
thinu,False
mangalavaram,False
cheyyaku,False
ilaney chaduvukondi,False
pillalu chedipothunnaru,False
pillalu padu ayipothunnaru,False
pillalu,False
pilladu,False
gola,False
jagrath,False
em movie abba,False
asal mid lo nunchi povatledu,False
acting super,False
theesta,False
thoolu,False
thokka,False
oke okka chance,False
pettadu,False
em feel undi mowa,False
deenamma em feel vundi bhayya,False
thata vastadey adaragotti pothade,False
adi kuda correct ey kada saar,False
biryani thindam,False
beer tagudm,False
😅,False
🤣,False
😂,False
🥲,False
🤤,False
nee abba ,True
naa kodaka,True
hang,True
execute,True
slaughter,True
massacre,True
abduct,True
darn,True
crap,True
bloody,True
hell,True
pissed,True
screw,True
damn,True
bugger,True
bollocks,True
jerk,True
fatty,True
ugly,True
worthless,True
get lost,True
nobody likes you,True
die soon,True
మెంటలోడ,True
పిచ్చోడ,True
పిచ్చిడి,True
పిచ్చి,True
బుర్రలేడు,True
బుర్రలేదు,True
బుర్రతక్కువ,True
బుర్ర తక్కువ ఎడవలు,True
బుర్ర లేనిది,True
బుర్ర తక్కువది,True
గాడిద,True
పంది,True
కుక్క,True
కుతే,True
కప్ప గాడు,True
తొండ గాడు,True
దున్నపోత,True
పిచ్చి ముండ,True
పిచ్చ నా కొడుకు,True
పిచ్చి నా బట్ట,True
బట్ట,True
మెంటల్ నా బట్ట,True
ఓసే,True
వెలి ముద్ర గాడు,True
ఎలి ముద్ర గాడు,True
పావల గాడు,True
మబ్బు గాడు,True
బుద్ధిలేని వాడు,True
మొద్దు బుర్ర,True
వెధవ,True
చల్తా,True
చిల్తర,True
బీదాఖోర్,True
బేవార్స్,True
బేవకూఫ్,True
లేవలేని వాడు,True
పతివ్రత,True
అడంగి,True
చెక్కగాడు,True
చెక్క మొకం,True
బిచ్చగాడు,True
అనాధ,True
