cinema,False,none
katha,False,none
pustakalu,False,none
vaakyam,False,none
paatham,False,none
saahityam,False,none
sangeetham,False,none
natakam,False,none
pandaga,False,none
samskruthi,False,none
saampradayam,False,none
prakruthi,False,none
aathmiyudu,False,none
kavita,False,none
sangham,False,none
aaharam,False,none
palukubadi,False,none
buddhimantudu,False,none
namramaina,False,none
shubhakaankshalu,False,none
kalpana,False,none
shraddha,False,none
prayatnam,False,none
abhyasam,False,none
vijayam,False,none
lakshyam,False,none
sphoorthi,False,none
upadesham,False,none
prashna,False,none
samaadhaanam,False,none
maataladu,False,none
telivi,False,none
aalochana,False,none
shakti,False,none
naayakathvam,False,none
pragathi,False,none
dhairyam,False,none
oorpu,False,none
sahanam,False,none
nammakam,False,none
chaala baagundi,False,none
vaav,False,none
dayachesi,False,none
chinnamma,False,none
adbhutam,False,none
deevenalu,False,none
santhoshanga undi,False,none
manchi pani,False,none
chaala happy,False,none
evvaala,False,none
simplega,False,none
chakkaga undi,False,none
baagundi,False,none
jayaho,False,none
gamaninchandi,False,none
gurtinchandi,False,none
rani,False,none
chuttu,False,none
ishtam,False,none
meetho untanu,False,none
sahaayam cheyandi,False,none
meeru shaktiyanthulu,False,none
chakkaga,False,none
vivaham,False,none
gelicharu,False,none
anandakaramina,False,none
mosalu,False,none
manam kalisi,False,none
mimmalni,False,none
dhanyavaadhamulu,False,none
polchukondi,False,none
alasipothunna,False,none
navachaitanyam,False,none
saadhinchandi,False,none
devudu,False,none
hello,False,none
happiness,False,none
heart,False,none
joy,False,none
peace,False,none
bond,False,none
respect,False,none
friendship,False,none
can be,False,none
we,False,none
you all,False,none
she,False,none
give,False,none
study,False,none
school,False,none
teacher,False,none
knowledge,False,none
truth,False,none
duty,False,none
worship,False,none
compassion,False,none
motherland,False,none
language,False,none
elders,False,none
family,False,none
father,False,none
sister,False,none
rice,False,none
water,False,none
tree,False,none
dream,False,none
path,False,none
help,False,none
assistance,False,none
word,False,none
smile,False,none
laugh,False,none
okay,False,none
yes,False,none
work,False,none
efficiently,False,none
time,False,none
moonlight,False,none
book,False,none
dreams,False,none
vision,False,none
song,False,none
movie,False,none
story,False,none
books,False,none
sentence,False,none
lesson,False,none
literature,False,none
music,False,none
play,False,none
art,False,none
festival,False,none
culture,False,none
tradition,False,none
nature,False,none
relative,False,none
poetry,False,none
society,False,none
food,False,none
speech,False,none
intelligent,False,none
polite,False,none
wishes,False,none
imagination,False,none
devotion,False,none
effort,False,none
practice,False,none
goal,False,none
inspiration,False,none
teaching,False,none
question,False,none
answer,False,none
conversation,False,none
wisdom,False,none
thought,False,none
strength,False,none
leadership,False,none
progress,False,none
courage,False,none
patience,False,none
tolerance,False,none
trust,False,none
very good,False,none
wow,False,none
please,False,none
little mother,False,none
amazing,False,none
blessings,False,none
good work,False,none
very happy,False,none
simply,False,none
well done,False,none
notice,False,none
remember,False,none
blessed,False,none
queen,False,none
around,False,none
like,False,none
i will stay with you,False,none
help me,False,none
you are strong,False,none
marriage,False,none
you won,False,none
full of joy,False,none
cheats,False,none
we together,False,none
thanks,False,none
compare,False,none
tired,False,none
new energy,False,none
succeed,False,none
god,False,none
hi,False,none
gadu,False,none
thellarlu,False,none
vunda,False,none
letha,False,none
ara,False,none
golu,False,none
golilu,False,none
kapari,False,none
gorre,False,none
manishi,False,none
sambar,False,none
biddalu,False,none
gallu,False,none
andhra,False,none
telangana,False,none
oka,False,none
star,False,none
actress,False,none
bazaar,False,none
bro,False,none
dude,False,none
brotha,False,none
గాడు,False,none
స్టార్,False,none
అభినయకారిణి,False,none
బజార్,False,none
తెల్లర్లు,False,none
నేచుకు,False,none
వుండ,False,none
లెత,False,none
అర,False,none
గోలు,False,none
గోలిలు,False,none
నన్న,False,none
కాపారి,False,none
కాపర్లు,False,none
గోరె,False,none
మానిషి,False,none
సాంబారు,False,none
బిడ్డలు,False,none
గళ్ళు,False,none
ఆంధ్ర,False,none
తెలంగాణ,False,none
ఒక,False,none
big,False,none
huge,False,none
small,False,none
fruits,False,none
vegetables,False,none
fruit,False,none
are good,False,none
are fine,False,none
we are fine,False,none
మంచిది,False,none
గొప్ప,False,none
పెద్ద,False,none
చిన్న,False,none
జామకాయలు,False,none
తాతికాయలు,False,none
పండు,False,none
బాగుంటాయి,False,none
బావుంటాయి,False,none
బాగున్నాము,False,none
manchidi,False,none
goppa,False,none
pedda,False,none
chinna,False,none
jamakayalu,False,none
thatikayalu,False,none
pandu,False,none
baguntayi,False,none
bavuntayi,False,none
bagunnamu,False,none
meeru manchi vaaru,False,none
meedi chala pedda manasu,False,none
meedi chaala pedda illu,False,none
mee kallu chala baguntayi,False,none
dandam ra dhootha,False,none
salaam namastey,False,none
mee career best icharu,False,none
best edit bhayya,False,none
salaam,False,none
bhayya,False,none
thinu,False,none
mangalavaram,False,none
cheyyaku,False,none
ilaney chaduvukondi,False,none
pillalu chedipothunnaru,False,none
pillalu padu ayipothunnaru,False,none
pillalu,False,none
pilladu,False,none
gola,False,none
jagrath,False,none
em movie abba,False,none
asal mid lo nunchi povatledu,False,none
acting super,False,none
theesta,False,none
thoolu,False,none
thokka,False,none
oke okka chance,False,none
pettadu,False,none
em feel undi mowa,False,none
deenamma em feel vundi bhayya,False,none
thata vastadey adaragotti pothade,False,none
adi kuda correct ey kada saar,False,none
biryani thindam,False,none
beer tagudm,False,none
😅,False,none
🤣,False,none
😂,False,none
🥲,False,none
🤤,False,none
nee abba ,True,mixed_toxicity
naa kodaka,True,mixed_toxicity
hang,True,threatening
execute,True,threatening
slaughter,True,threatening
massacre,True,threatening
abduct,True,threatening
cock,True,sexual_abuse
sucker,True,sexual_abuse
darn,True,profanity_generic
crap,True,profanity_generic
bloody,True,profanity_generic
hell,True,profanity_generic
pissed,True,profanity_generic
screw,True,profanity_generic
damn,True,profanity_generic
bugger,True,profanity_generic
bollocks,True,profanity_generic
jerk,True,common_insult
fatty,True,harassment_bullying
ugly,True,harassment_bullying
worthless,True,harassment_bullying
get lost,True,harassment_bullying
nobody likes you,True,harassment_bullying
die soon,True,harassment_bullying
మెంటలోడ,True,common_insult
పిచ్చోడ,True,common_insult
పిచ్చిడి,True,common_insult
పిచ్చి,True,common_insult
బుర్రలేడు,True,common_insult
బుర్రలేదు,True,common_insult
బుర్రతక్కువ,True,common_insult
బుర్ర తక్కువ ఎడవలు,True,common_insult
బుర్ర లేనిది,True,common_insult
బుర్ర తక్కువది,True,common_insult
గాడిద,True,common_insult
పంది,True,common_insult
కుక్క,True,common_insult
కుతే,True,common_insult
కప్ప గాడు,True,common_insult
తొండ గాడు,True,common_insult
దున్నపోత,True,common_insult
పిచ్చి ముండ,True,common_insult
పిచ్చ నా కొడుకు,True,common_insult
పిచ్చి నా బట్ట,True,common_insult
బట్ట,True,common_insult
మెంటల్ నా బట్ట,True,common_insult
ఓసే,True,common_insult
వెలి ముద్ర గాడు,True,common_insult
ఎలి ముద్ర గాడు,True,common_insult
పావల గాడు,True,common_insult
మబ్బు గాడు,True,common_insult
బుద్ధిలేని వాడు,True,common_insult
మొద్దు బుర్ర,True,common_insult
వెధవ,True,common_insult
చల్తా,True,common_insult
చిల్తర,True,common_insult
బీదాఖోర్,True,common_insult
బేవార్స్,True,common_insult
బేవకూఫ్,True,common_insult
లేవలేని వాడు,True,common_insult
పతివ్రత,True,common_insult
అడంగి,True,common_insult
చెక్కగాడు,True,common_insult
చెక్క మొకం,True,common_insult
బిచ్చగాడు,True,common_insult
అనాధ,True,common_insult
